date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:15:23	2235/2235	---M--	200	added ('OK')	text/css	etag:%2262851059-8bb%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/jquery.smartmenus.bootstrap.css?ver=1652887641	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/jquery.smartmenus.bootstrap8d16.css	(from https://why-what-who.com/)
18:15:24	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2260f93f6c-15db1%22	https://why-what-who.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://why-what-who.com/)
18:15:24	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%2260f93f6a-2bd8%22	https://why-what-who.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://why-what-who.com/)
18:15:25	1392/1392	---M--	200	added ('OK')	application/javascript	etag:%226285105a-570%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/navigation.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/navigation75dd.js	(from https://why-what-who.com/)
18:15:26	89798/89798	---M--	200	added ('OK')	application/javascript	etag:%226285105a-15ec6%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/bootstrap.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/bootstrap75dd.js	(from https://why-what-who.com/)
18:15:26	23890/23890	---M--	200	added ('OK')	application/javascript	etag:%226284e73d-5d52%22	https://why-what-who.com/wp-content/themes/newsup/js/owl.carousel.min.js?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/js/owl.carousel.min41a3.js	(from https://why-what-who.com/)
18:15:27	28265/28265	---M--	200	added ('OK')	application/javascript	etag:%226285105a-6e69%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus75dd.js	(from https://why-what-who.com/)
18:15:28	3476/3476	---M--	200	added ('OK')	application/javascript	etag:%226285105a-d94%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.bootstrap.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.bootstrap75dd.js	(from https://why-what-who.com/)
18:15:28	8886/8886	---M--	200	added ('OK')	application/javascript	etag:%226285105a-22b6%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.marquee.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.marquee75dd.js	(from https://why-what-who.com/)
18:15:29	304/304	---M--	200	added ('OK')	application/javascript	etag:%226285105a-130%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/main.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/main75dd.js	(from https://why-what-who.com/)
18:15:30	810/-1	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Jul%202022%2015:15:29%20GMT	https://why-what-who.com/xmlrpc.php?rsd	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/xmlrpc0db0.php	(from https://why-what-who.com/)
18:15:30	114582/-1	---M--	200	added ('OK')	application/json	date:Tue,%2012%20Jul%202022%2015:15:29%20GMT	https://why-what-who.com/wp-json/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-json/index.html	(from https://why-what-who.com/)
18:15:30	1045/1045	---M--	200	added ('OK')	application/xml	date:Tue,%2012%20Jul%202022%2015:15:30%20GMT	https://why-what-who.com/wp-includes/wlwmanifest.xml	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-includes/wlwmanifest.xml	(from https://why-what-who.com/)
18:15:31	679/679	---M--	200	added ('OK')	image/png	etag:%226284e675-2a7%22	https://why-what-who.com/wp-content/uploads/2022/05/cropped-w-32x32.png	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/cropped-w-32x32.png	(from https://why-what-who.com/)
18:15:32	6149/6149	---M--	200	added ('OK')	image/png	etag:%226284e675-1805%22	https://why-what-who.com/wp-content/uploads/2022/05/cropped-w-192x192.png	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/cropped-w-192x192.png	(from https://why-what-who.com/)
18:15:33	5610/5610	---M--	200	added ('OK')	image/png	etag:%226284e675-15ea%22	https://why-what-who.com/wp-content/uploads/2022/05/cropped-w-180x180.png	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/cropped-w-180x180.png	(from https://why-what-who.com/)
18:15:34	22086/22086	---M--	200	added ('OK')	image/jpeg	etag:%2262cd3e71-5646%22	https://why-what-who.com/wp-content/uploads/2022/07/asi-podemos-saber-comprar-router-nuevo.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/07/asi-podemos-saber-comprar-router-nuevo.jpg	(from https://why-what-who.com/)
18:15:34	60837/60837	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:33%20GMT	https://why-what-who.com/so-you-can-know-if-you-should-buy-a-new-router-for-the-internet/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/so-you-can-know-if-you-should-buy-a-new-router-for-the-internet/index.html	(from https://why-what-who.com/)
18:15:34	63281/63281	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:33%20GMT	https://why-what-who.com/the-classified-countries-and-the-dates/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/the-classified-countries-and-the-dates/index.html	(from https://why-what-who.com/)
18:15:34	65147/65147	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:33%20GMT	https://why-what-who.com/best-autotune-apps-for-android/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/best-autotune-apps-for-android/index.html	(from https://why-what-who.com/)
18:15:35	6200/6200	---M--	200	added ('OK')	image/jpeg	etag:%2262948aa4-1838%22	https://why-what-who.com/wp-content/uploads/2022/05/medium.GettyImages-1172049905-e1637343496829-180x180.jpeg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/medium.GettyImages-1172049905-e1637343496829-180x180.jpg	(from https://why-what-who.com/)
18:15:35	75086/75086	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:34%20GMT	https://why-what-who.com/photo-music-and-video-extensions-for-mozilla-firefox/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/photo-music-and-video-extensions-for-mozilla-firefox/index.html	(from https://why-what-who.com/)
18:15:35	58613/58613	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:34%20GMT	https://why-what-who.com/cristina-and-alberto-repeat-their-show-until-exhaustion-public-informant/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/cristina-and-alberto-repeat-their-show-until-exhaustion-public-informant/index.html	(from https://why-what-who.com/)
18:15:35	60596/60596	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:34%20GMT	https://why-what-who.com/category/uncategorized/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/category/uncategorized/index.html	(from https://why-what-who.com/)
18:15:36	8439/8439	---M--	200	added ('OK')	image/jpeg	etag:%2262948a26-20f7%22	https://why-what-who.com/wp-content/uploads/2022/05/apps-autotune-android-180x180.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/apps-autotune-android-180x180.jpg	(from https://why-what-who.com/)
18:15:36	43293/43293	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:35%20GMT	https://why-what-who.com/2022/07/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/2022/07/index.html	(from https://why-what-who.com/)
18:15:36	60511/60511	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:35%20GMT	https://why-what-who.com/author/ad007/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/author/ad007/index.html	(from https://why-what-who.com/)
18:15:36	60148/60148	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:35%20GMT	https://why-what-who.com/2022/05/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/2022/05/index.html	(from https://why-what-who.com/)
18:15:36	7718/7718	---M--	200	added ('OK')	image/jpeg	etag:%22629484ce-1e26%22	https://why-what-who.com/wp-content/uploads/2022/05/Extensiones-de-fotos-musica-y-videos-para-Mozilla-Firefox-180x180.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/Extensiones-de-fotos-musica-y-videos-para-Mozilla-Firefox-180x180.jpg	(from https://why-what-who.com/)
18:15:37	7347/7347	---M--	200	added ('OK')	image/jpeg	etag:%2262715ece-1cb3%22	https://why-what-who.com/wp-content/uploads/2022/05/google-pixel-logo-colors-150x150.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/google-pixel-logo-colors-150x150.jpg	(from https://why-what-who.com/)
18:15:37	59275/59275	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:37%20GMT	https://why-what-who.com/new-report-confirms-compact-foldable-for-this-year/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/new-report-confirms-compact-foldable-for-this-year/index.html	(from https://why-what-who.com/)
18:15:38	46702/46702	---M--	200	added ('OK')	image/png	etag:%2262716063-b66e%22	https://why-what-who.com/wp-content/uploads/2022/05/NCx0JDgHce9sMCBLkwzTNg-150x150.png	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/NCx0JDgHce9sMCBLkwzTNg-150x150.png	(from https://why-what-who.com/)
18:15:38	57399/57399	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:37%20GMT	https://why-what-who.com/sleeping-dogs-fans-have-a-real-chance-to-get-a-sequel-or-a-remake/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/sleeping-dogs-fans-have-a-real-chance-to-get-a-sequel-or-a-remake/index.html	(from https://why-what-who.com/)
18:15:39	5844/5844	---M--	200	added ('OK')	image/jpeg	etag:%2262716f05-16d4%22	https://why-what-who.com/wp-content/uploads/2022/05/stadia-head-150x150.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/stadia-head-150x150.jpg	(from https://why-what-who.com/)
18:15:39	58456/58456	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:38%20GMT	https://why-what-who.com/crossplay-testing-announced-for-stadia-ps5-and-xbox-x-s/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/crossplay-testing-announced-for-stadia-ps5-and-xbox-x-s/index.html	(from https://why-what-who.com/)
18:15:39	4881/4881	---M--	200	added ('OK')	image/jpeg	etag:%22627174fd-1311%22	https://why-what-who.com/wp-content/uploads/2022/05/ueXV-ddGkimjVCriL6vZ0w-150x150.jpeg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/uploads/2022/05/ueXV-ddGkimjVCriL6vZ0w-150x150.jpg	(from https://why-what-who.com/)
18:15:40	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%2260f93f50-592%22	https://why-what-who.com/wp-includes/js/wp-embed.min.js?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-includes/js/wp-embed.min41a3.js	(from https://why-what-who.com/)
18:15:40	58031/-1	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:39%20GMT	https://why-what-who.com/petition-to-remove-amber-heard-from-aquaman-sequel-gets-3-million-signatures/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/petition-to-remove-amber-heard-from-aquaman-sequel-gets-3-million-signatures/index.html	(from https://why-what-who.com/)
18:15:40	59346/59346	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:40%20GMT	https://why-what-who.com/real-madrid-members-can-request-a-ticket-for-the-champions-league-final-from-the-club-until-the-10th-champions-league/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/real-madrid-members-can-request-a-ticket-for-the-champions-league-final-from-the-club-until-the-10th-champions-league/index.html	(from https://why-what-who.com/)
18:15:41	60062/60062	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:40%20GMT	https://why-what-who.com/differences-between-google-chrome-and-tor/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/differences-between-google-chrome-and-tor/index.html	(from https://why-what-who.com/)
18:15:41	60637/60637	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:40%20GMT	https://why-what-who.com/this-xiaomi-with-5g-and-120-hz-at-an-unbeatable-price/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/this-xiaomi-with-5g-and-120-hz-at-an-unbeatable-price/index.html	(from https://why-what-who.com/)
18:15:41	2103/2103	---M--	200	added ('OK')	application/javascript	etag:%226285105a-837%22	https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/custom.js?ver=1652887642	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/js/custom75dd.js	(from https://why-what-who.com/)
18:15:41	82117/82117	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:41%20GMT	https://why-what-who.com/world-ranking-2022-qualifying-phase-for-the-qatar-world-cup-matches-and-results/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/world-ranking-2022-qualifying-phase-for-the-qatar-world-cup-matches-and-results/index.html	(from https://why-what-who.com/)
18:15:42	62251/62251	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:41%20GMT	https://why-what-who.com/know-all-the-data-on-the-hard-drive-or-ssd-with-crystaldiskinfo/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/know-all-the-data-on-the-hard-drive-or-ssd-with-crystaldiskinfo/index.html	(from https://why-what-who.com/)
18:15:42	8291/8291	---M--	200	added ('OK')	application/javascript	etag:%226284f97e-2063%22	https://why-what-who.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://why-what-who.com/)
18:15:42	96375/96375	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:41%20GMT	https://why-what-who.com/page/2/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/page/2/index.html	(from https://why-what-who.com/)
18:15:43	91117/91117	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Jul%202022%2015:15:42%20GMT	https://why-what-who.com/page/36/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/page/36/index.html	(from https://why-what-who.com/)
18:15:43	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284e73d-1fac6%22	https://why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot	(from https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652887641)
18:15:44	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284e73d-1fac6%22	https://why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot?	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652887641)
18:15:44	74760/74760	---M--	200	added ('OK')	font/woff2	etag:%226284e73d-12408%22	https://why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff2	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff2	(from https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652887641)
18:15:45	87644/87644	---M--	200	added ('OK')	font/woff	etag:%226284e73d-1565c%22	https://why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff	(from https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652887641)
18:15:46	129428/129428	---M--	200	added ('OK')	application/octet-stream	etag:%226284e73d-1f994%22	https://why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.ttf	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/why-what-who.com/why-what-who.com/why-what-who.com/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.ttf	(from https://why-what-who.com/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652887641)
